Acomayo;-13.45000;-75.36667;PPL;PE;09;;America/Lima
Acomayo;-15.81139;-71.23722;PPL;PE;04;;America/Lima
Acomayo;-14.39278;-71.43611;PPL;PE;08;;America/Lima
Acomayopata;-13.46667;-74.13333;PPL;PE;05;;America/Lima
Acomerine;-15.50000;-70.25000;PPL;PE;21;;America/Lima
Acon;-12.10000;-73.86667;PPL;PE;05;;America/Lima
Aconaguin;-11.00972;-76.80194;PPL;PE;15;;America/Lima
Acongollo;-17.52167;-70.59000;PPL;PE;23;;America/Lima
Acopalca;-11.98637;-75.10235;PPL;PE;12;;America/Lima
Acopallpa;-15.66472;-72.49250;PPL;PE;04;;America/Lima
Acopampa;-13.90000;-70.50000;PPL;PE;21;;America/Lima
Acopampa;-9.29722;-77.61778;PPL;PE;02;;America/Lima
Acopara;-11.09861;-76.98500;PPL;PE;15;;America/Lima
Acopata;-14.46722;-71.18861;PPL;PE;08;;America/Lima
Acopata;-10.68500;-76.74639;PPL;PE;15;;America/Lima
Acopecho;-15.68611;-71.24889;PPL;PE;04;;America/Lima
Acopia;-14.05861;-71.49389;PPL;PE;08;;America/Lima
Acopinata;-15.27667;-71.37444;PPL;PE;04;;America/Lima
Acopucllo;-15.33722;-72.63250;PPL;PE;04;;America/Lima
Acopucro;-12.44306;-75.83500;PPL;PE;15;;America/Lima
Acopugio;-14.23833;-71.23778;PPL;PE;08;;America/Lima
Acopunco;-15.64750;-71.38389;PPL;PE;04;;America/Lima
Acopunco;-14.26667;-72.13333;PPL;PE;08;;America/Lima
Acopuqquio;-11.72757;-75.86508;PPL;PE;12;;America/Lima
Acoquipa;-15.26222;-73.42611;PPL;PE;05;;America/Lima
Acora;-13.78917;-75.36833;PPL;PE;09;;America/Lima
Acora;-15.95000;-69.78333;PPL;PE;21;;America/Lima
Acoragra;-13.67389;-73.48611;PPL;PE;03;;America/Lima
Acoranra;-12.04167;-75.65306;PPL;PE;12;;America/Lima
Acoria;-12.61667;-74.88333;PPL;PE;09;;America/Lima
Acos;-14.21556;-75.03194;PPL;PE;05;;America/Lima
Acos;-13.95083;-71.73722;PPL;PE;08;;America/Lima
Acos;-11.27361;-76.82083;PPL;PE;15;;America/Lima
Acos;-15.13333;-73.76667;PPL;PE;05;;America/Lima
Acospampa;-13.40000;-73.88333;PPL;PE;05;;America/Lima
Acostambo;-12.40000;-75.10000;PPL;PE;09;;America/Lima
Acosvinchos;-13.11389;-74.09778;PPL;PE;05;;America/Lima
Acota;-14.28278;-71.23417;PPL;PE;08;;America/Lima
Acotama;-11.13917;-77.06167;PPL;PE;15;;America/Lima
Acotera;-15.81611;-71.48972;PPL;PE;04;;America/Lima
Acotira;-15.46528;-71.52639;PPL;PE;04;;America/Lima
Acotira;-15.37750;-71.09528;PPL;PE;04;;America/Lima
Acoy;-16.02056;-72.48611;PPL;PE;04;;America/Lima
Acoya;-13.16667;-74.28333;PPL;PE;05;;America/Lima
Acoyo;-9.18861;-77.80333;PPL;PE;02;;America/Lima
Acoyra;-14.00000;-72.08333;PPL;PE;03;;America/Lima
Acoyto;-14.38333;-72.21667;PPL;PE;03;;America/Lima
Acpitan;-13.84472;-72.41750;PPL;PE;03;;America/Lima
Acracocha;-11.31083;-75.69500;PPL;PE;12;;America/Lima
Acrocancha;-11.22444;-75.80000;PPL;PE;12;;America/Lima
Acroyhuachana;-12.13028;-75.85139;PPL;PE;15;;America/Lima
Acsamachay;-13.09694;-73.85361;PPL;PE;05;;America/Lima
Acshacoto;-9.91834;-76.51523;PPL;PE;10;;America/Lima
Acshomachay;-11.34778;-76.66194;PPL;PE;15;;America/Lima
Acsuchacra;-11.14472;-75.59750;PPL;PE;12;;America/Lima
Actapata;-15.60056;-71.34528;PPL;PE;04;;America/Lima
Actual Tipishca;-5.45056;-75.81556;PPL;PE;16;;America/Lima
Acuay;-13.05000;-74.68333;PPL;PE;09;;America/Lima
Acucancha;-12.45000;-75.33333;PPL;PE;12;;America/Lima
Acuchapampa;-9.49833;-77.98722;PPL;PE;02;;America/Lima
Acuchay;-11.50167;-75.70194;PPL;PE;12;;America/Lima
Acuisho;-11.54944;-76.29000;PPL;PE;15;;America/Lima
Acumayo;-13.53333;-74.16667;PPL;PE;05;;America/Lima
Acunaya;-15.81389;-70.77667;PPL;PE;21;;America/Lima
Acupacha;-12.91694;-75.78528;PPL;PE;15;;America/Lima
Acupampa;-12.79222;-75.90389;PPL;PE;15;;America/Lima
Acupata;-11.00222;-76.70389;PPL;PE;15;;America/Lima
Acurucay;-4.95000;-75.50000;PPL;PE;16;;America/Lima
Acusha;-10.40854;-77.48593;PPL;PE;02;;America/Lima
Acushchuri;-12.06833;-75.53972;PPL;PE;12;;America/Lima
Acushica;-11.69389;-76.41833;PPL;PE;15;;America/Lima
Acutana;-15.35000;-70.73333;PPL;PE;21;;America/Lima
Acuzazu;-10.52611;-75.41500;PPL;PE;19;;America/Lima
Acyahuasi;-13.51889;-73.67417;PPL;PE;03;;America/Lima
Aczo;-9.15193;-76.98925;PPL;PE;02;;America/Lima
Adita;-11.47444;-74.44278;PPL;PE;12;;America/Lima
Adope;-6.57278;-79.18806;PPL;PE;06;;America/Lima
Adriana;-7.73361;-79.40528;PPL;PE;13;;America/Lima
Afiladera;-5.40000;-79.63333;PPL;PE;20;;America/Lima
Afilayocc;-14.29250;-73.78167;PPL;PE;05;;America/Lima
Agaliquin;-10.30611;-76.57611;PPL;PE;19;;America/Lima
Agallpampa;-7.98333;-78.55000;PPL;PE;13;;America/Lima
Agchi;-14.55000;-73.83333;PPL;PE;05;;America/Lima
Agocancha;-11.72528;-76.16222;PPL;PE;12;;America/Lima
Agocancha;-10.05864;-77.20558;PPL;PE;02;;America/Lima
Agocasa;-7.73000;-77.97111;PPL;PE;13;;America/Lima
Agochinchan;-10.20639;-76.26889;PPL;PE;10;;America/Lima
Agohuay;-9.39786;-76.77056;PPL;PE;10;;America/Lima
Agopampa;-9.89301;-76.93034;PPL;PE;10;;America/Lima
Agopampa;-6.01722;-79.15000;PPL;PE;06;;America/Lima
Agopullo;-10.44111;-76.51583;PPL;PE;19;;America/Lima
Agoshusha Pampa;-11.72833;-76.17361;PPL;PE;12;;America/Lima
Agran;-10.09216;-77.48290;PPL;PE;02;;America/Lima
Agrio;-15.21667;-74.21667;PPL;PE;05;;America/Lima
Agruco;-10.06306;-76.65750;PPL;PE;10;;America/Lima
Agua;-11.83500;-76.23194;PPL;PE;15;;America/Lima
Agua;-12.90083;-75.83028;PPL;PE;15;;America/Lima
Agua Azul;-5.38333;-79.65000;PPL;PE;20;;America/Lima
Agua Blanca;-6.30194;-79.02028;PPL;PE;06;;America/Lima
Agua Blanca;-6.72343;-76.69643;PPL;PE;22;;America/Lima
Agua Blanca;-6.30083;-77.67083;PPL;PE;01;;America/Lima
Agua Blanca;-10.80139;-75.26778;PPL;PE;12;;America/Lima
Agua Blanca;-10.45778;-76.98028;PPL;PE;15;;America/Lima
Agua Blanca;-7.60000;-78.43333;PPL;PE;06;;America/Lima
Agua Blanca;-7.05000;-78.98333;PPL;PE;06;;America/Lima
Agua Blanca;-10.56667;-77.13333;PPL;PE;15;;America/Lima
Agua Blanca;-10.09407;-76.23757;PPL;PE;10;;America/Lima
Agua Blanca;-16.66667;-70.80000;PPL;PE;18;;America/Lima
Agua Buena;-16.55583;-71.31583;PPL;PE;04;;America/Lima
Agua Caliente;-16.22448;-71.70738;PPL;PE;04;;America/Lima
Agua Colorada;-8.08333;-78.26667;PPL;PE;13;;America/Lima
Agua Colorada;-6.95667;-78.19222;PPL;PE;06;;America/Lima
Agua Colorada;-6.49750;-79.27472;PPL;PE;06;;America/Lima
Agua Dulce;-16.38333;-71.41667;PPL;PE;04;;America/Lima
Agua Dulce;-11.51167;-77.30333;PPL;PE;15;;America/Lima
Agua Dulce;-4.57667;-80.36194;PPL;PE;20;;America/Lima
Agua Dulce;-6.85694;-78.25806;PPL;PE;06;;America/Lima
Agua Milagro;-16.76472;-69.19944;PPL;PE;21;;America/Lima
Agua Milagro;-16.79111;-69.19194;PPL;PE;21;;America/Lima
Agua Milagro;-16.53111;-69.45806;PPL;PE;21;;America/Lima
Agua Salada;-4.12028;-80.87472;PPLL;PE;24;;America/Lima
Agua Salada;-14.76667;-75.23333;PPL;PE;11;;America/Lima
Agua Santa;-13.66667;-76.16667;PPL;PE;11;;America/Lima
Agua Santa;-5.93833;-79.79667;PPL;PE;14;;America/Lima
Agua Santa;-6.51167;-77.91750;PPL;PE;01;;America/Lima
Agua Santa;-15.69222;-72.49111;PPL;PE;04;;America/Lima
Agua Santa;-14.83778;-75.00583;PPL;PE;11;;America/Lima
Aguacancha;-12.00000;-76.21139;PPL;PE;15;;America/Lima
Aguachini;-10.51250;-74.91750;PPL;PE;19;;America/Lima
Aguactinco;-9.93364;-76.72460;PPL;PE;10;;America/Lima
Aguada;-15.19583;-72.32222;PPL;PE;04;;America/Lima
Aguada;-14.93333;-74.58333;PPL;PE;05;;America/Lima
Aguada;-13.98139;-75.41944;PPL;PE;11;;America/Lima
Aguada de la Zorra;-15.95000;-74.03333;PPL;PE;04;;America/Lima
Aguada de Lomas;-15.50944;-74.79917;PPL;PE;04;;America/Lima
Aguada Palos;-14.30944;-75.67361;PPL;PE;11;;America/Lima
Aguairo;-13.48417;-73.81389;PPL;PE;03;;America/Lima
Aguajal;-12.25000;-69.23333;PPL;PE;17;;America/Lima
Agualani;-14.10000;-69.70000;PPL;PE;21;;America/Lima
Agualegua;-15.62056;-72.06389;PPL;PE;04;;America/Lima
Aguallane;-15.38333;-69.96667;PPL;PE;21;;America/Lima
Agualoca;-6.68167;-77.79333;PPLL;PE;01;;America/Lima
Aguambuco;-8.21389;-77.46611;PPL;PE;13;;America/Lima
Aguana Cancha;-14.42056;-69.91639;PPL;PE;21;;America/Lima
Aguanana Muyuna;-6.61667;-76.16667;PPL;PE;22;;America/Lima
Aguanegra;-11.04500;-72.66500;PPLL;PE;25;;America/Lima
Aguapichuana;-14.58694;-71.91222;PPL;PE;08;;America/Lima
Aguaquita;-8.90000;-78.16667;PPL;PE;02;;America/Lima
Aguar;-10.83500;-76.98583;PPL;PE;15;;America/Lima
Aguas Blanca;-7.23333;-78.05000;PPL;PE;06;;America/Lima
Aguas Calientes;-8.83333;-74.68333;PPL;PE;10;;America/Lima
Aguas Calientes;-13.15517;-72.52264;PPL;PE;08;;America/Lima
Aguas Muertas;-17.17028;-70.91333;PPL;PE;18;;America/Lima
Aguas Negras;-0.43333;-75.35000;PPL;PE;16;;America/Lima
Aguas Nieve;-11.30722;-75.32361;PPL;PE;12;;America/Lima
Aguas Verdes;-3.48139;-80.24500;PPL;PE;24;;America/Lima
Aguasalada;-16.29326;-71.77862;PPL;PE;04;;America/Lima
Aguasalada;-12.63861;-73.07444;PPL;PE;08;;America/Lima
Aguasbamba;-13.90000;-72.05000;PPL;PE;08;;America/Lima
Aguashcocha;-10.04356;-77.21767;PPL;PE;02;;America/Lima
Aguashuarco;-11.08139;-76.83889;PPL;PE;15;;America/Lima
Aguaylla;-13.03333;-73.93333;PPL;PE;05;;America/Lima
Aguaytane;-13.96667;-72.53333;PPL;PE;03;;America/Lima
